STAID,LAT_GAGE,LNG_GAGE,HYDRO_DISTURB_INDX,BAS_COMPACTNESS,DRAIN_SQKM,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_DOM_PCT,SNOW_PCT_PRECIP,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,BFI_AVE,CONTACT,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,DDENS_2009,STOR_NOR_2009,NPDES_MAJ_DENS,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,NITR_APP_KG_SQKM,PHOS_APP_KG_SQKM,PESTAPP_KG_SQKM,ECO2_BAS_DOM,ECO3_BAS_DOM,NUTR_BAS_DOM,HLR_BAS_DOM_100M,PNV_BAS_DOM,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,CLAYAVE,SILTAVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,SLOPE_PCT,ASPECT_DEGREES,Group
4178000,41.385328,-84.801626,22,1.49,1600.2,1,100.0,21.4,0.76,5,1.98,48.6,2230.9,58.75,19.18,9.81,9.72,1.37,0.0,1.44,18.49,0.06,7.21,10.05,70.08,1.27,10.54,0.22,4337.5,855.6,94.9,8.1,56,7,6,46,0.15,1.66,1.54,3.62,2.38,60.0,28.35,47.28,0.34,117.56,300.3,1.0,140.7,Other
4183500,41.198939,-84.744403,23,0.49,5372.7,1,100.0,19.6,0.74,6,2.97,35.3,6532.6,59.79,19.39,8.22,6.33,3.67,1.44,0.74,7.47,0.11,12.51,8.42,72.97,0.84,3.74,0.34,6315.7,1368.0,126.4,8.2,55,6,6,60,0.15,1.13,1.55,2.73,2.0,60.0,32.02,49.86,0.35,127.0,266.1,0.6,98.6,Other
4186500,40.948662,-84.266059,22,0.9,858.4,1,100.0,18.5,0.83,4,2.41,28.4,4668.6,58.53,19.58,9.44,12.29,0.0,0.0,0.12,0.05,0.23,9.65,6.66,81.49,0.35,0.06,0.29,7713.7,1572.0,143.9,8.2,55,6,3,60,0.14,0.64,1.57,1.88,1.74,60.0,35.47,51.6,0.36,125.93,270.9,0.5,319.3,Other
4188496,40.97922,-83.653265,17,1.04,134.7,1,100.0,19.0,0.71,3,1.33,19.9,6020.7,49.91,31.54,18.56,0.0,0.0,0.0,0.0,0.0,0.0,9.03,8.83,79.97,0.13,0.05,0.09,6290.0,1242.0,137.0,8.2,55,6,3,60,0.15,0.58,1.58,1.8,1.42,60.0,34.6,52.8,0.38,121.06,272.2,0.3,351.9,Other
4191500,41.237549,-84.399114,25,1.02,6038.8,1,100.0,18.9,0.83,6,2.14,24.5,7927.3,57.71,18.57,12.38,7.23,2.27,0.35,0.41,13.45,0.18,10.64,5.16,81.94,0.51,0.13,0.2,6549.6,1316.5,146.3,8.2,55,6,3,60,0.14,0.8,1.54,1.66,1.22,59.78,39.62,47.67,0.34,125.02,247.9,0.3,345.8,Other
4192500,41.291993,-84.281057,25,0.88,14248.3,1,100.0,19.5,0.82,7,4.18,31.6,7440.8,58.25,19.19,10.52,6.92,2.51,1.28,0.57,9.02,0.15,10.94,6.81,77.84,0.7,2.25,0.31,6225.2,1287.2,135.2,8.2,55,6,3,60,0.14,1.04,1.54,2.15,1.53,59.9,36.66,47.66,0.34,124.18,262.7,0.5,32.1,Other
4193500,41.500053,-83.712714,22,1.18,16409.4,1,99.8,19.5,0.85,7,3.74,31.2,6801.5,57.75,19.36,10.57,6.35,2.08,1.53,0.57,14.21,0.16,10.63,6.44,78.64,0.9,2.02,0.28,6399.8,1314.7,138.7,8.2,55,6,3,60,0.14,1.21,1.54,1.97,1.44,59.91,36.51,47.01,0.33,123.08,262.7,0.4,35.8,Other
4197100,41.022278,-83.109638,16,1.67,388.2,1,100.0,20.0,0.8,4,2.08,20.4,1872.5,57.2,12.02,9.47,10.5,0.0,0.0,1.55,0.63,0.0,6.68,9.69,82.47,0.27,0.12,0.07,7064.5,1414.5,142.8,8.2,55,6,3,60,0.14,0.79,1.55,1.32,1.57,59.01,30.29,55.63,0.37,115.44,289.8,0.4,341.0,Other
4198000,41.307831,-83.158809,22,1.31,3243.8,1,100.0,19.6,0.87,5,2.71,20.2,4479.5,56.86,17.68,11.41,7.86,4.02,0.0,0.86,6.14,0.09,8.12,8.8,80.73,0.53,0.11,0.23,6892.6,1380.5,141.2,8.2,55,6,3,60,0.15,0.82,1.55,1.29,1.59,59.42,32.92,52.21,0.36,117.05,271.2,0.5,332.4,Other
4199000,41.301719,-82.606844,24,1.56,947.4,1,100.0,19.6,1.0,5,1.73,21.2,2295.9,58.8,18.84,10.59,6.87,3.31,0.0,1.69,19.77,0.21,9.32,14.79,74.7,0.86,0.06,0.07,5422.4,1062.8,126.9,8.2,55,6,6,60,0.14,0.87,1.56,0.98,1.71,59.45,30.74,53.24,0.38,110.07,265.0,0.9,339.0,Other
4208000,41.395331,-81.629848,28,0.75,1837.5,1,100.0,20.2,0.85,5,2.95,40.8,428.6,60.15,16.05,9.26,9.57,0.35,0.0,3.05,30.8,0.6,39.73,33.45,17.41,2.64,2.92,0.13,918.4,188.1,16.0,8.1,61,7,9,60,0.15,1.78,1.47,2.16,2.58,56.68,25.11,52.52,0.37,113.2,329.6,2.6,279.5,Urban
4212100,41.718934,-81.227879,21,1.33,1784.9,1,100.0,21.4,1.17,5,3.66,28.1,649.6,62.12,16.77,10.42,4.23,4.9,0.0,2.58,6.73,0.06,8.82,43.17,34.2,1.19,6.53,0.17,1641.4,314.2,32.4,8.1,61,7,6,60,0.16,0.95,1.52,1.41,1.15,58.26,30.07,56.7,0.4,113.84,291.1,1.4,337.5,Other
4213500,42.46395,-78.935035,18,1.11,1128.8,1,100.0,29.4,0.71,5,1.6,36.7,132.9,59.94,16.92,8.36,5.73,6.69,0.0,1.59,2.95,0.27,4.06,54.22,34.57,0.37,1.94,0.32,1622.7,338.3,23.2,8.1,60,7,11,45,0.13,2.32,1.35,1.91,3.03,52.46,19.72,57.06,0.3,98.64,491.8,6.9,275.6,Other
422026250,43.25367,-77.74223,21,0.98,25.1,1,100.0,24.0,1.08,5,1.41,50.9,980.2,56.77,37.03,0.0,0.0,6.2,0.0,0.0,0.0,3.99,22.77,31.41,33.73,0.14,7.6,0.43,1715.9,428.5,45.7,8.1,83,7,6,39,0.12,3.21,1.47,1.25,3.98,56.04,15.49,50.02,0.29,66.5,149.8,1.0,2.4,Other
4229500,42.957285,-77.588887,13,1.27,502.5,1,100.0,24.2,0.95,5,1.44,49.8,250.8,63.95,16.61,9.0,3.87,4.98,0.0,0.8,66.74,0.0,4.92,46.23,34.8,3.75,2.91,0.57,1869.4,462.0,36.2,8.1,83,7,11,39,0.15,1.26,1.32,3.72,2.74,53.16,22.77,56.72,0.31,72.62,378.8,8.4,314.0,Other
4230500,43.010062,-77.791395,14,0.99,524.7,1,100.0,25.6,0.9,4,2.17,44.0,743.2,58.66,12.33,5.09,15.05,0.0,0.0,0.76,1.27,0.38,6.51,21.31,62.4,0.19,4.31,0.3,4370.0,966.4,126.6,8.1,83,7,11,39,0.13,1.73,1.43,2.12,3.22,51.36,20.2,54.55,0.31,78.42,339.0,3.3,25.3,Other
4231000,43.100617,-77.882232,13,0.81,340.9,1,100.0,24.5,0.68,4,1.73,45.0,2006.3,53.03,31.71,4.07,8.3,0.0,0.0,1.17,1.28,0.0,8.57,10.19,64.81,0.23,14.13,0.69,4068.1,982.6,140.4,8.1,83,7,6,39,0.15,1.27,1.44,3.85,2.64,57.14,23.46,52.64,0.34,71.03,225.2,1.2,28.2,Other
4232034,43.027841,-77.47805,12,1.42,100.1,1,100.0,23.7,1.09,3,1.93,53.3,330.6,67.6,17.06,13.72,0.0,0.0,0.0,0.0,0.0,0.0,10.47,26.13,50.93,0.74,3.49,0.84,2031.7,518.2,48.8,8.1,83,7,7,39,0.12,4.73,1.39,1.64,3.32,58.69,17.49,45.91,0.32,68.53,203.4,3.3,315.7,Other
4232050,43.130341,-77.518609,23,2.07,77.4,1,100.0,24.0,1.06,6,1.26,52.9,434.2,50.95,29.59,6.5,0.0,0.0,12.31,3.87,38.53,0.0,63.05,10.96,18.72,0.41,3.93,0.6,1763.4,372.2,30.5,8.1,83,7,7,39,0.12,3.01,1.43,1.67,3.09,43.84,18.98,50.29,0.32,68.28,160.7,1.8,33.4,Urban
423205010,43.145063,-77.511942,17,1.38,379.7,1,100.0,23.6,1.12,6,1.9,52.9,434.2,56.02,16.9,11.9,3.89,0.0,7.43,2.63,8.84,0.0,38.18,19.47,32.62,0.67,4.22,0.63,1871.7,438.6,42.7,8.1,83,7,7,39,0.12,3.4,1.43,1.72,3.46,53.18,17.8,49.2,0.32,69.4,172.0,3.1,345.3,Other
5014300,48.795256,-113.680112,4,3.28,40.3,3,100.0,65.9,0.63,3,1.22,67.1,12.2,62.45,35.84,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71,0.07,1.95,0.02,0.0,68.0,22.5,0.0,6.2,41,2,19,16,0.08,2.19,1.43,0.69,6.0,47.84,20.07,47.37,0.2,58.16,1964.7,54.7,169.4,Undeveloped
5124480,47.922675,-91.535126,5,1.27,707.2,4,61.8,24.4,0.65,5,1.47,53.1,93.7,49.67,19.81,10.93,8.41,9.11,0.0,0.0,0.0,0.0,0.15,57.39,0.0,14.7,24.04,0.46,0.5,0.1,0.0,5.2,50,8,7,42,0.13,3.83,1.43,4.55,5.6,28.38,9.79,39.32,0.19,85.12,496.2,3.0,279.6,Undeveloped
5287890,45.163298,-93.436621,19,1.67,222.1,1,100.0,17.9,0.56,3,1.68,52.9,462.0,50.1,31.02,8.02,0.0,0.0,0.0,0.45,13.82,0.0,25.38,10.08,50.57,2.51,0.13,8.0,3721.2,714.8,38.4,8.1,51,7,7,33,0.19,1.31,1.46,5.55,3.24,60.0,25.17,44.05,0.29,115.11,292.1,1.5,54.7,Other
5288705,45.049965,-93.310227,19,1.24,73.0,1,100.0,17.4,0.47,3,1.93,52.6,174.9,28.23,30.3,24.75,0.0,0.0,0.0,0.0,0.0,0.0,80.61,5.3,1.54,4.52,0.28,3.9,1782.3,416.5,1.5,8.1,51,7,7,38,0.14,7.03,1.44,7.86,4.05,60.0,13.68,26.16,0.23,115.71,273.6,1.2,87.2,Urban
5325000,44.169411,-94.0044,20,0.52,38694.4,1,88.9,15.7,0.64,8,1.57,43.0,816.4,48.41,20.48,13.09,6.63,3.82,2.33,0.45,16.05,0.02,5.7,2.15,79.11,3.05,0.67,4.36,7392.5,1586.9,110.4,9.2,47,6,6,33,0.17,1.87,1.44,2.04,3.75,59.83,25.76,45.62,0.26,109.35,361.3,1.0,53.0,Other
5406500,43.13416,-89.732345,13,1.7,115.9,1,100.0,18.0,0.97,4,1.52,61.6,91.1,61.29,16.3,12.83,4.35,0.0,0.0,0.0,0.0,0.0,8.68,33.79,54.24,0.37,0.16,0.55,5155.1,1135.1,81.5,8.1,52,7,11,39,0.16,3.72,1.43,3.7,5.15,50.47,19.15,48.49,0.33,136.33,304.3,7.4,308.6,Other
5413500,42.720271,-90.819294,15,2.26,695.3,1,100.0,16.7,1.02,5,2.14,58.4,89.8,63.24,14.83,11.59,4.18,6.02,0.0,0.14,0.05,0.0,5.75,14.72,78.88,0.0,0.17,0.09,7099.6,1697.7,89.2,8.1,52,7,11,39,0.18,1.27,1.39,0.77,5.79,51.52,29.31,64.8,0.34,142.49,299.3,6.3,172.3,Other
5424000,43.529438,-88.566492,23,1.29,475.1,1,100.0,19.4,0.71,4,2.3,46.8,307.2,57.47,19.68,8.64,11.91,0.0,0.0,0.84,7.49,0.21,8.71,5.67,70.58,0.31,7.13,6.33,5750.0,1261.4,70.2,8.2,53,7,7,39,0.16,2.38,1.52,4.56,4.07,59.44,18.38,53.27,0.31,116.71,312.1,2.7,259.0,Other
5424057,43.45027,-88.63233,23,1.33,1142.9,1,100.0,19.1,0.67,5,1.71,46.9,663.4,48.27,21.21,7.98,7.69,0.69,0.0,0.79,5.52,0.17,7.18,3.78,65.85,2.74,5.28,14.31,5661.1,1232.4,76.4,8.2,53,7,6,39,0.19,2.1,1.36,12.27,3.79,59.51,21.04,55.27,0.32,120.1,294.6,1.6,109.6,Other
5427718,43.208881,-89.352617,14,1.57,191.5,1,100.0,18.0,0.29,3,1.9,58.3,249.2,57.09,9.88,20.89,0.0,0.0,0.0,0.0,0.0,0.0,10.93,3.16,83.07,0.5,0.25,1.14,6844.9,1542.3,108.1,8.2,53,7,7,39,0.16,2.98,1.41,2.43,5.19,59.48,20.79,48.97,0.31,129.76,304.5,1.7,153.1,Other
5427850,43.15083,-89.40206,15,1.42,294.8,1,100.0,18.3,0.47,3,1.74,58.4,240.6,53.72,17.12,17.31,0.0,0.0,0.0,0.34,0.08,0.0,14.69,3.8,75.7,0.97,0.71,3.18,6803.3,1516.3,102.8,8.2,53,7,7,39,0.16,3.22,1.41,2.72,5.15,59.53,20.27,48.38,0.31,130.4,297.7,1.7,167.5,Other
5427948,43.103328,-89.511788,16,1.21,46.9,1,100.0,18.0,0.78,3,1.28,56.1,96.0,48.13,19.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,37.76,3.98,56.42,0.08,0.14,0.47,6813.8,1484.1,75.9,8.2,53,7,7,39,0.14,6.1,1.43,5.34,4.88,59.99,14.72,41.32,0.33,135.57,310.4,2.8,76.6,Other
54310157,42.650849,-88.550934,16,2.51,11.1,1,100.0,19.0,0.55,2,1.23,44.1,206.0,95.85,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.26,0.71,49.05,1.59,0.1,0.0,4759.5,1069.4,88.8,8.2,53,7,6,38,0.19,2.17,1.37,7.0,3.17,59.7,20.92,51.5,0.32,141.24,303.4,0.8,198.2,Other
5431016,42.640849,-88.560934,15,1.68,43.2,1,100.0,19.0,0.56,3,1.28,44.3,156.5,76.1,21.45,1.9,0.0,0.0,0.0,0.0,0.0,0.0,20.47,1.77,75.64,0.79,0.9,0.13,5520.8,1256.6,108.5,8.2,53,7,6,38,0.18,2.18,1.37,6.85,3.31,59.71,20.81,51.42,0.32,141.33,304.2,0.8,187.7,Other
5431017,42.621127,-88.582601,14,2.08,54.8,1,100.0,19.0,0.56,3,1.28,44.1,156.1,70.63,17.1,11.84,0.0,0.0,0.0,0.0,0.0,0.0,18.2,3.05,75.27,1.75,1.35,0.14,5417.2,1233.6,105.4,8.2,53,7,6,39,0.18,2.21,1.37,6.67,3.53,59.75,20.55,51.26,0.33,141.53,303.3,0.9,240.5,Other
5431022,42.614737,-88.624824,19,1.51,106.8,1,100.0,19.1,0.48,3,1.24,44.9,151.0,63.51,21.72,14.51,0.0,0.0,0.0,0.94,143.2,0.0,15.89,5.84,69.0,7.76,1.27,0.1,4802.4,1089.5,87.5,8.2,53,7,6,39,0.18,2.29,1.37,6.38,4.0,59.85,19.91,50.87,0.33,142.17,301.1,1.0,284.4,Other
5432695,42.940554,-89.921235,11,2.69,49.2,1,100.0,18.3,0.86,3,1.22,61.4,96.0,72.52,15.19,12.29,0.0,0.0,0.0,2.03,1.83,0.0,6.07,19.52,71.05,0.0,0.01,0.07,5698.5,1303.7,30.5,8.1,52,7,11,39,0.17,1.1,1.38,1.24,5.85,35.8,32.71,57.91,0.31,138.87,327.8,6.6,132.6,Other
5432927,42.87472,-89.79929,12,2.5,49.7,1,100.0,18.0,0.78,3,1.13,62.8,134.4,66.68,24.64,8.68,0.0,0.0,0.0,0.0,0.0,0.0,3.89,21.13,70.17,0.0,0.04,0.38,6628.1,1468.8,35.4,8.1,52,7,11,39,0.17,1.04,1.36,1.56,5.86,35.74,33.28,58.32,0.29,140.43,323.7,6.6,228.5,Agricultural
5437500,42.448627,-89.069832,22,1.16,15744.8,1,100.0,18.4,0.75,7,2.05,57.6,221.8,57.89,17.76,10.05,5.09,3.37,2.81,0.6,25.9,0.14,9.53,8.6,72.07,2.05,2.53,3.84,6534.5,1458.2,98.1,8.2,53,7,11,39,0.17,3.0,1.4,4.75,4.81,54.09,22.6,51.68,0.32,137.1,279.9,2.7,175.8,Other
5440000,42.194467,-88.998713,22,1.37,2847.0,1,100.0,18.3,0.67,5,1.73,44.8,490.9,57.45,18.95,10.5,7.08,2.68,0.0,0.28,1.35,0.28,13.39,5.6,79.6,0.35,0.55,0.04,8396.0,1751.3,188.2,8.2,54,6,6,39,0.17,2.35,1.46,1.55,3.92,59.9,23.69,52.99,0.31,149.59,264.5,0.8,232.5,Other
5446500,41.559756,-90.182066,20,0.88,23951.1,1,100.0,18.2,0.76,7,1.88,53.4,293.9,57.21,18.31,9.94,4.8,3.12,3.01,0.56,18.25,0.16,10.57,8.16,74.2,1.61,1.87,2.53,7307.4,1586.4,129.3,8.2,53,7,11,39,0.17,2.82,1.41,3.59,4.55,55.96,23.05,52.82,0.31,141.97,267.8,2.2,197.9,Other
5447500,41.488923,-90.157619,18,0.78,2575.7,1,100.0,16.9,0.83,5,1.23,40.2,367.3,46.51,17.65,8.86,2.73,4.71,0.0,0.16,0.34,0.0,6.19,5.85,87.14,0.38,0.35,0.01,9461.1,1993.1,213.4,8.2,54,6,6,39,0.17,2.75,1.45,1.25,3.53,59.94,22.79,52.31,0.29,155.01,216.8,1.0,300.9,Other
5451210,42.314984,-93.152425,12,1.24,580.5,1,100.0,14.8,0.47,3,1.86,41.4,513.9,51.48,26.48,20.75,0.0,0.0,0.0,0.52,0.39,0.0,6.74,1.85,88.32,0.13,0.34,0.56,10766.1,2468.7,248.4,9.2,47,6,6,33,0.18,1.7,1.45,2.88,3.37,60.0,25.61,43.34,0.25,162.44,349.7,0.8,95.1,Other
5465500,41.178086,-91.182094,21,1.33,32364.8,1,100.0,15.1,0.75,8,1.79,42.1,361.8,58.23,18.01,10.37,5.18,2.6,2.45,0.69,4.55,0.1,8.69,3.28,79.22,0.77,1.67,0.77,8897.4,1710.4,190.3,9.2,47,6,3,33,0.18,2.12,1.45,2.12,4.09,59.47,25.83,51.23,0.28,160.64,303.4,1.6,167.4,Other
5474000,40.75365,-91.277094,18,0.91,11165.4,1,100.0,13.4,0.82,6,1.56,31.5,435.5,61.37,17.72,9.37,3.51,3.04,3.08,2.26,4.39,0.08,7.36,6.78,76.66,0.45,1.26,0.36,8265.7,1651.3,176.3,9.2,47,6,8,39,0.18,1.18,1.43,1.68,3.87,59.83,30.35,55.17,0.3,170.33,257.8,2.1,172.5,Other
5490500,40.727806,-91.959617,21,0.48,36286.3,1,100.0,13.6,0.67,7,1.61,40.8,532.8,54.54,17.01,11.07,5.5,2.84,3.18,1.94,11.36,0.09,7.43,7.53,79.15,1.35,0.93,0.85,7815.2,1542.2,168.0,9.2,47,6,6,33,0.18,1.35,1.45,2.24,3.63,59.63,28.22,47.74,0.28,156.67,344.1,1.8,105.7,Other
5500000,39.896628,-91.580156,11,0.97,1567.0,1,100.0,12.2,0.91,5,1.88,14.1,791.1,57.48,15.07,14.6,12.04,0.7,0.0,12.19,8.05,0.0,4.04,15.89,73.03,0.82,2.91,0.1,4932.8,1050.9,67.9,9.2,40,9,9,39,0.15,0.57,1.48,0.66,3.0,59.75,35.7,44.17,0.34,178.88,226.6,2.4,103.7,Agricultural
5514500,39.008803,-90.977536,11,1.69,2407.4,1,100.0,11.8,1.06,6,1.9,11.2,1243.5,60.16,19.42,9.67,6.62,4.04,0.07,2.87,4.38,0.0,4.7,23.6,68.91,0.36,1.61,0.04,5501.2,1165.1,98.4,9.2,40,9,9,39,0.15,0.51,1.4,0.75,2.32,56.88,39.83,45.95,0.37,174.36,221.6,2.1,98.7,Agricultural
5520500,41.160033,-87.668648,28,0.79,5949.1,1,100.0,18.5,0.77,5,1.4,55.8,534.8,14.87,6.59,5.39,2.41,1.84,0.0,0.54,3.1,0.15,8.88,10.71,72.22,0.76,3.23,0.55,6430.4,1207.9,176.5,8.2,54,6,1,39,0.13,6.48,1.48,5.26,2.9,59.91,14.82,30.84,0.25,154.81,221.5,0.4,195.2,Other
5525000,40.822813,-87.581419,21,1.26,1746.3,1,100.0,17.3,0.62,5,2.41,40.6,794.9,59.38,21.83,9.42,4.08,4.3,0.0,0.0,0.0,0.06,6.05,6.25,86.38,0.26,0.36,0.06,8052.2,1560.9,222.3,8.2,54,6,6,39,0.15,3.58,1.49,2.81,2.66,59.66,21.98,41.29,0.27,162.66,209.0,0.2,337.5,Other
5525500,40.630036,-87.723918,16,1.61,1158.8,1,100.0,17.0,0.72,5,1.3,33.8,1310.7,56.33,25.04,11.52,5.31,1.58,0.0,0.09,0.07,0.0,5.61,0.94,92.96,0.07,0.33,0.0,9336.8,1806.2,234.0,8.2,54,6,6,39,0.16,1.34,1.46,1.71,2.48,60.0,31.94,50.18,0.3,167.87,217.0,0.3,332.8,Other
5526000,41.008922,-87.823372,22,1.33,5405.6,1,100.0,16.9,0.69,6,3.0,37.1,1189.0,55.83,22.13,10.27,5.3,3.68,1.15,0.11,1.33,0.04,6.66,4.06,87.97,0.31,0.57,0.02,8880.0,1734.9,220.7,8.2,54,6,6,39,0.15,3.17,1.48,2.21,2.31,59.89,26.34,42.18,0.27,164.62,207.5,0.2,337.0,Other
5527500,41.346698,-88.186449,29,0.79,13289.2,1,100.0,17.6,0.73,6,1.58,44.9,890.1,35.93,14.71,7.7,3.53,2.48,1.08,0.41,4.53,0.11,8.36,7.02,79.76,0.6,1.76,0.26,7645.0,1474.0,195.4,8.2,54,6,1,39,0.14,4.58,1.48,3.48,2.6,59.2,21.31,37.69,0.26,159.85,212.5,0.4,276.8,Other
5527900,42.465833,-88.009167,14,2.36,53.5,1,100.0,20.0,0.33,2,1.55,45.6,574.5,48.3,51.7,0.0,0.0,0.0,0.0,1.87,14.98,0.0,12.2,11.36,58.4,4.64,5.1,3.31,4094.8,858.0,65.7,8.2,53,7,6,39,0.16,0.77,1.5,5.58,3.07,60.0,34.42,53.22,0.35,132.91,237.8,0.8,55.3,Other
5527905,42.448056,-88.024722,23,1.48,13.9,1,100.0,20.0,0.52,1,1.29,44.5,885.4,100.0,0.0,0.0,0.0,0.0,0.0,7.2,3.46,7.2,36.03,14.88,30.2,10.12,1.87,2.3,3340.9,600.5,37.5,8.2,53,7,8,39,0.16,0.78,1.52,3.86,3.31,60.0,33.69,53.94,0.36,136.16,239.6,1.4,90.7,Other
5527910,42.444167,-88.000556,19,1.38,74.6,1,100.0,20.0,0.43,3,1.46,45.4,666.1,61.2,32.76,6.04,0.0,0.0,0.0,2.68,11.39,1.34,16.67,12.23,53.53,5.76,4.35,2.8,3974.2,806.8,60.6,8.2,53,7,6,39,0.16,0.76,1.5,5.13,3.13,60.0,34.34,53.43,0.35,133.52,237.8,1.0,76.5,Other
5531500,41.825864,-87.900616,32,0.92,290.6,1,100.0,18.0,0.51,4,1.54,33.6,1268.4,43.98,18.04,10.03,23.64,0.0,0.0,3.44,14.12,3.1,91.59,3.42,0.3,1.63,1.91,0.23,3225.6,501.5,1.5,8.2,54,6,3,39,0.17,0.9,1.46,5.13,3.02,60.0,34.96,53.07,0.34,152.62,221.5,0.9,89.9,Urban
5532500,41.822254,-87.820891,28,0.91,1634.2,1,100.0,18.7,0.54,5,1.42,36.5,1335.6,50.41,17.59,7.84,19.55,0.15,0.0,1.53,5.13,1.16,63.83,7.9,18.85,1.96,3.9,0.88,3405.3,620.1,30.3,8.2,54,6,6,39,0.16,1.15,1.47,4.1,2.97,59.96,33.1,52.71,0.33,140.14,217.8,0.8,91.8,Urban
5540275,41.725833,-88.163611,15,2.01,24.7,1,100.0,17.9,0.45,2,1.98,39.1,1223.6,65.69,34.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.84,7.23,8.43,1.0,0.06,0.0,3803.8,685.0,47.4,8.2,54,6,3,39,0.17,1.08,1.47,1.77,3.53,60.0,26.76,55.29,0.31,157.72,211.3,0.5,144.5,Urban
5541710,41.417253,-88.347566,16,1.75,445.1,1,100.0,17.0,0.81,5,2.23,41.3,1941.1,60.32,20.33,11.36,2.16,5.46,0.0,0.67,0.08,0.0,7.66,1.66,88.34,0.15,0.37,0.0,8752.5,1755.8,216.9,8.2,54,6,6,39,0.17,1.13,1.44,1.53,2.3,59.99,30.75,52.93,0.3,157.65,191.6,0.4,135.2,Other
5542000,41.286143,-88.359787,18,2.41,1165.6,1,100.0,16.7,0.67,5,1.39,34.4,2298.3,49.9,24.67,17.4,7.24,0.73,0.0,0.0,0.0,0.0,7.01,2.08,88.93,1.18,0.02,0.01,8226.7,1664.1,213.8,8.2,54,6,6,39,0.16,1.39,1.46,1.61,1.79,59.98,32.98,50.72,0.28,163.93,195.0,0.2,14.7,Other
5543500,41.326978,-88.717574,32,0.75,21349.7,1,100.0,17.5,0.68,8,1.49,41.5,1101.8,40.74,17.11,9.02,4.78,2.53,1.4,0.7,11.06,0.44,24.27,6.62,63.06,1.12,2.17,0.26,6509.6,1249.3,154.4,8.2,54,6,6,39,0.15,3.57,1.48,3.16,2.61,59.04,24.78,42.11,0.28,157.31,207.9,0.5,52.7,Other
5552500,41.384477,-88.789242,22,0.76,6844.4,1,100.0,18.5,0.57,6,1.53,42.8,535.2,54.72,18.42,12.69,4.02,2.83,4.37,1.29,23.63,0.54,25.45,11.01,53.66,3.02,2.73,1.3,5858.0,1200.3,115.1,8.2,54,6,6,39,0.16,3.01,1.44,4.2,3.66,59.93,23.54,50.92,0.32,145.31,243.6,1.4,144.4,Other
5555300,41.208368,-88.930912,18,1.67,3253.5,1,100.0,16.5,0.64,5,1.79,30.3,2299.6,53.9,24.9,13.62,1.11,5.76,0.0,0.28,0.95,0.09,7.31,1.68,90.11,0.32,0.1,0.0,8739.6,1797.3,219.8,8.2,54,6,6,39,0.17,1.11,1.43,1.67,2.08,60.0,33.5,54.37,0.3,164.42,207.9,0.3,19.3,Other
5556500,41.36587,-89.498427,18,1.31,505.1,1,100.0,17.3,1.02,5,1.66,38.9,430.8,54.66,17.15,17.15,5.11,5.93,0.0,0.0,0.0,0.2,7.1,3.82,88.52,0.03,0.48,0.0,9798.5,1990.4,217.0,8.2,54,6,8,39,0.2,1.25,1.39,1.27,3.33,60.0,27.95,65.19,0.3,153.61,247.4,0.9,186.5,Other
5570000,40.490041,-90.340403,18,1.38,4241.2,1,100.0,15.5,0.83,5,1.9,36.7,508.9,61.09,18.34,10.2,4.91,4.93,0.0,1.16,9.29,0.02,6.4,15.7,76.71,0.78,0.24,0.01,7598.9,1637.6,178.3,8.2,54,6,6,39,0.19,1.06,1.41,0.96,3.39,60.0,29.12,64.78,0.32,162.06,213.6,1.8,185.7,Other
5572000,40.030867,-88.588954,14,1.26,1426.5,1,100.0,16.3,0.81,5,2.65,35.4,1231.7,58.99,15.87,11.77,4.68,7.18,0.0,0.35,0.57,0.0,8.46,2.41,88.35,0.24,0.42,0.0,8764.8,1726.0,217.6,8.2,54,6,6,39,0.17,1.12,1.44,1.37,3.0,60.0,28.74,57.16,0.3,168.53,226.2,0.5,170.9,Other
5584500,40.330322,-90.896245,13,1.82,1695.7,1,100.0,14.0,0.77,5,2.6,30.4,728.4,58.0,23.69,8.47,8.86,0.98,0.0,0.77,4.54,0.0,6.15,16.23,76.77,0.19,0.5,0.01,7079.6,1512.0,169.0,8.2,54,6,6,39,0.19,0.98,1.39,0.96,3.16,60.0,30.08,65.16,0.32,166.34,204.2,1.3,159.6,Other
